id,date,name,phones,email,text
0,18.12.2020 18:06,"Наджафалиев Н. Г., ИП","89146749462
 89841401992"," 11228877b@gmail.comnatig.fishery.ru","- СЕЛЬДЬ т/о с/м 20-25 мешок 1/22 кг 1848 кг С НДС 45р
- Сельдь т/о с/м мешок 25+ 1/13 кг 2249 кг 55р
- Сельдь т/о с/м 200-300 короб 1/22 кг 4444 кг 55р
- Сельдь т/о с/м 200-300 короб 1/20 кг 11100 кг 57р"
1,18.12.2020 18:00,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru","- Сельдь нр ОЛЮТОРСКАЯ размер L 350 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер 2L 400 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер S менее 300 гр ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер М 300 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер L 350 гр+ ЕВРО КОРОБ
- Сельдь то нр крупная жирная 200-300 в евро коробе (ср. навеска 280-285 грамм)
- Сельдь то нр крупная жирная 300+ в евро коробе (ср. навеска 370 грамм)"
2,18.12.2020 17:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
3,18.12.2020 17:45,"Приморский Бриз, ООО",89147032994 89242590277," 89147030110@mail.ruprimbriz.fishery.ru",
4,18.12.2020 17:45,"Приморский Бриз, ООО","423 2732994
 2620293
 89147032994"," 89147030110@mail.ruprimbriz.fishery.ru",
5,18.12.2020 17:42,"КИТ, ООО, Владивосток","423 2410267
 89996142249
 89996158021"," info@kit-tk.comkitvl.fishery.ru",
6,18.12.2020 17:30,"Сайровая компания, ООО",495 7892940," antonzoo@mail.rusauracompany.fishery.ru",
7,18.12.2020 17:25,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Сельдь 300-400 гр., короб
•	Сельдь 25 +
•	Сельдь НР 200-300 гр, средний вес 308 гр., короб
•	Сельдь Олюторская 300-400 гр., короб"
8,18.12.2020 17:23,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru","- Сельдь нр ОЛЮТОРСКАЯ размер L 350 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер 2L 400 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер S менее 300 гр ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер М 300 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер L 350 гр+ ЕВРО КОРОБ
- Сельдь то нр крупная жирная 200-300 в евро коробе (ср. навеска 280-285 грамм)
- Сельдь то нр крупная жирная 300+ в евро коробе (ср. навеска 370 грамм)"
9,18.12.2020 17:17,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
0,18.12.2020 13:15,"ТОРГОВЫЙ ДОМ КАМЧАТСКИЙ МЕРИДИАН, ООО","89149768481
 423 2499450
 2281042
 2286980"," km.fish@mail.rukmeridianvl.fishery.ru",
0,19.12.2020 14:40,"КамчатГолдФиш, ООО",89147810521," kamgf@inbox.rukamgf.fishery.ru",
1,18.12.2020 13:08,"Сектор-ДВ, ООО",89502960456," sektordv1@mail.rusektordv.fishery.ru","- Сельдь то нр 24+, октябрь, ОМЭ, мешок 1/20
- Сельдь то нр 200-300, октябрь, ОМЭ, короб 1/22
- Сельдь то нр 300+, короб 1/22, ноябрь"
1,19.12.2020 14:03,"Фишлендъ, ООО, г. Корсаков","4242 219099
 89241867336
 89006689099"," ooo.fishlend@gmail.comfishlend.fishery.ru",
2,18.12.2020 13:03,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Сельдь 300-400 гр., короб
•	Сельдь 25 +
•	Сельдь НР 200-300 гр, средний вес 308 гр., короб
•	Сельдь Олюторская 300-400 гр., короб"
2,19.12.2020 13:19,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
3,19.12.2020 11:00,"Корпорация МИРПА, ООО",89146796425," hep@inbox.rumirpa.fishery.ru","Сельдь 300-400 олюторскую 3.5 тн
Сельдь 200-300 3 тн"
4,19.12.2020 10:19,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
5,18.12.2020 18:45,"Океан ДВ, ООО",89841977877," OceanDV@bk.rushvetcov.fishery.ru",
6,18.12.2020 18:42,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Сельдь 300-400 гр., короб
•	Сельдь 25 +
•	Сельдь НР 200-300 гр, средний вес 308 гр., короб
•	Сельдь Олюторская 300-400 гр., короб"
3,18.12.2020 12:58,"КИТ, ООО, Владивосток","423 2410267
 89996142249
 89996158021"," info@kit-tk.comkitvl.fishery.ru",
7,18.12.2020 18:39,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru",
4,18.12.2020 12:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
8,18.12.2020 18:38,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru",
9,18.12.2020 18:38,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru",
5,18.12.2020 12:56,"Авангард групп, ООО","89677189773
 495 6405182
 89119268190
 89262330829
 89166883188
 89101286776"," ispalatov@avngr.ruavangardgroup.fishery.ru",
6,18.12.2020 12:51,"Ирна, ТПК, ООО",89146505363," irna-nakhodka@rambler.ruirna.fishery.ru","- сельдь олюторская 300+, короб 1/22
- сельдь олюторская 350+, короб 1/22
- сельдь олюторская 400+, короб 1/22
- сельдь олюторская 400+, короб 1/20
- сельдь 200-300, короб 1/20"
7,18.12.2020 12:49,"КамТорг, ООО",423 2618382," vldo2009@mail.rudalos.fishery.ru",
8,18.12.2020 12:48,"МБ, ООО","8-904-628-23-31(Дмитрий)
8-913-582-17-53"," mbfish@yandex.rumbfish.fishery.ru","- Сельдь олют(300-400), короб 1/20(2*10кг)"
9,18.12.2020 12:46,"КОСМАС, ООО",+7 908 442 3219; +7 908 448 9578," fish_trade@mail.ruKostina.fishery.ru",
0,18.12.2020 15:37,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru",
1,18.12.2020 15:29,"Мыс Крильон, ООО","423 291-32-18
 8 902 506 32 18
 8 914 730 65 62"," mkrilion@yandex.rukrilion.fishery.ru",
2,18.12.2020 15:03,"Мыс Астафьева, ООО",89841955973," mastafco2017@gmail.commastafco.fishery.ru",
3,18.12.2020 14:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
4,18.12.2020 14:55,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru",
5,18.12.2020 14:52,"Импорт ДВ, ООО","89147917241
 423 2717241"," zenkov.evgeniy@yandex.ruimportooo.fishery.ru",
6,18.12.2020 14:45,"ТД Восток, ООО",89024851293," tdvostok.dv@mail.ruSIAVL.fishery.ru",
0,18.12.2020 13:49,"Беринг, ООО","423 2605446
 2262068
 2262069"," tkbering@yandex.ru",
7,18.12.2020 14:43,"Юнико, ООО","89147926238
 89662869966"," office@unico-ltd.ruunico-ltd.fishery.ru",
1,18.12.2020 13:49,"НБАМР, ПАО","8-914-703-27-20
 8-908-443-12-36"," mbespalov@bamr.runbamr.fishery.ru",
8,18.12.2020 14:40,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru",- Горбуша ПСГ
9,18.12.2020 14:30,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru",
2,18.12.2020 13:48,"Беринг, ООО","423 2605446
 2262068
 2262069"," tkbering@yandex.ruberring.fishery.ru",
3,18.12.2020 13:47,"Провиант, ГК, ООО",89147041240," pischikmaya@mail.ru",
4,18.12.2020 13:37,"ТРК Океан, ООО",89025559197," trans_more@mail.ruvostokmore.fishery.ru",Горбуша н/р
5,18.12.2020 13:36,"ВИКТА, ООО","423 2768485
 89147068485
 2 530 185
 469848"," ooovikta@mail.ruvikta.fishery.ru",
6,18.12.2020 13:32,"Корс, ООО","423 2277311
 2012833
 2571167"," ksdv2003@yandex.rukors.fishery.ru",
7,18.12.2020 13:30,"Наджафалиев Н. Г., ИП","89146749462
 89841401992"," 11228877b@gmail.comnatig.fishery.ru","- Головы д/в лососевых горбуша 1/22 кг
- Головы д/в лососевых горбуша 1/20 кг
- Горбуша н/р 1с с/м 1/18 кг
- Горбуша н/р 1с с/м 1/22 кг
- Горбуша псг 1с с/м 1/20 кг
- Горбуша псг 1с с/м 1/22 кг
- Горбуша псг 1с с/м 1/22 кг"
8,18.12.2020 13:26,"Ирна, ТПК, ООО",89146505363," irna-nakhodka@rambler.ruirna.fishery.ru",
9,18.12.2020 13:26,"Восточный Союз, ООО","423 2251068
 2251067
 2251069
 89089925920
 89084405662"," fishgood@bk.ru
marina.p@gmvl.rufishgood.fishery.ru",«Горбуша натуральная в томатном соусе» Банка №6 250гр
0,19.12.2020 14:40,"КамчатГолдФиш, ООО",89147810521," kamgf@inbox.rukamgf.fishery.ru",
1,19.12.2020 14:03,"Фишлендъ, ООО, г. Корсаков","4242 219099
 89241867336
 89006689099"," ooo.fishlend@gmail.comfishlend.fishery.ru",
2,19.12.2020 13:19,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
3,19.12.2020 11:00,"Корпорация МИРПА, ООО",89146796425," hep@inbox.rumirpa.fishery.ru",
4,19.12.2020 10:19,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
0,18.12.2020 14:21,"КОМПАНИЯ  АЛАИД, ООО","423 249-90-70
 249-90-80
 8-914-335-30-80"," strd@inbox.rualaid.fishery.ru",
5,18.12.2020 18:45,"Океан ДВ, ООО",89841977877," OceanDV@bk.rushvetcov.fishery.ru",
1,18.12.2020 14:20,"КОМПАНИЯ  АЛАИД, ООО","423 249-90-70
 249-90-80
 8-914-335-30-80"," strd@inbox.rualaid.fishery.ru","ГОРБУША ПСГ, НР 1 сорт."
2,18.12.2020 14:18,"КОМПАНИЯ  АЛАИД, ООО","423 249-90-70
 249-90-80
 8-914-335-30-80"," strd@inbox.rualaid.fishery.ru",
3,18.12.2020 14:10,"Беринг, ООО","423 2605446
 2262068
 2262069"," tkbering@yandex.ru",
4,18.12.2020 14:07,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
6,18.12.2020 18:42,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru",
5,18.12.2020 14:01,"Альбатрос 1, ООО",89147334226," sm-albatros-1@mail.rualbatros1.fishery.ru",
7,18.12.2020 18:39,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru",
6,18.12.2020 13:58,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru",
8,18.12.2020 18:38,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru",
9,18.12.2020 18:38,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru",
7,18.12.2020 13:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
8,18.12.2020 13:55,"КОСМАС, ООО",+7 908 442 3219; +7 908 448 9578," fish_trade@mail.ruKostina.fishery.ru",
9,18.12.2020 13:52,"Акватория, ООО, Владивосток",423 2028283," sales@aquatoria.sitesales-aquatoria.fishery.ru",
0,18.12.2020 17:16,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
1,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru",
2,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru",
0,18.12.2020 18:06,"Наджафалиев Н. Г., ИП","89146749462
 89841401992"," 11228877b@gmail.comnatig.fishery.ru","- Головы д/в лососевых горбуша 1/22 кг
- Головы д/в лососевых горбуша 1/20 кг
- Горбуша н/р 1с с/м 1/18 кг
- Горбуша н/р 1с с/м 1/22 кг
- Горбуша псг 1с с/м 1/20 кг
- Горбуша псг 1с с/м 1/22 кг
- Горбуша псг 1с с/м 1/22 кг"
1,18.12.2020 18:00,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru",- Горбуша ПСГ
2,18.12.2020 17:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
3,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru","Горбуша ПБГ штучная										п-90 1сорт  800гр+			Витязь-Авто			1/25		3 075		
Горбуша ПБГ										П-91 (800+)			ВИТЯЗЬ-АВТО			1 / 20		104 960		
Горбуша ПБГ										П-91 (800+)			ДЕЛЬТА			1 / 20		8 900		
Горбуша ПБГ										нерест изм			Октябрьский РК			1 / 22		88		
Горбуша ПБГ										повр			Октябрьский РК			1 / 22		572		
Горбуша  ПБГ (без ндс)										1сорт			Бриг			1 / 22		8		
Горбуша ПБГ										нерест изм			Зюйд			1 / 22		1 936		
Горбуша ПБГ										повр			Зюйд			1 / 22		154		
Горбуша н/р										1 сорт			ХК Малкинское-Торстейнссон			1 / 26		57 694		
Горбуша н/р										1 сорт			ХК Малкинское-Майборг			1 / 25		13 475		
Горбуша ПБГ										1 сорт			ХК Малкинское-Майборг			1 / 25		74 175		
Горбуша ПСГ (без ндс)										1 сорт			РКХ &#34;Сахалин&#34;-Кневичи			1 / 20		11 220		
Горбуша ПСГ (без ндс)										1 сорт			РКХ &#34;Сахалин&#34;-Кневичи			1 / 22		8 514		
Горбуша ПСГ (без ндс)										1 сорт			РКХ &#34;Сахалин&#34;-Муром			1 / 22		12 892		
Горбуша ПСГ (без ндс)										мех поврежд			РКХ &#34;Сахалин&#34;-Кневичи			1 / 20		100		
Горбуша н/р										1 сорт			ХК Малкинское-Майборг			1 / 25		3 850		
Горбуша н/р										В-5 2с			ЛойдФиш			1 / 22		22		
Горбуша н/р										1 сорт.			Зюйд			1 / 22		2 992		"
3,18.12.2020 17:45,"Приморский Бриз, ООО",89147032994 89242590277," 89147030110@mail.ruprimbriz.fishery.ru","-ГОРБУША ПСГ 1/20 (БЛОЧНАЯ, ВОЗДУШНОЙ ЗАМОРОЗКИ)
-ГОРБУША Н/Р 1/15 (КОРОБ.)"
4,18.12.2020 17:45,"Приморский Бриз, ООО","423 2732994
 2620293
 89147032994"," 89147030110@mail.ruprimbriz.fishery.ru",
4,18.12.2020 17:14,"СИРИУС, ООО","89149769193
 89147043324
 89502801460"," regionmanager@siriusvl.rusirius.fishery.ru",
5,18.12.2020 17:42,"КИТ, ООО, Владивосток","423 2410267
 89996142249
 89996158021"," info@kit-tk.comkitvl.fishery.ru",
5,18.12.2020 17:14,"СИРИУС, ООО","89149769193
 89147043324
 89502801460"," regionmanager@siriusvl.rusirius.fishery.ru",
6,18.12.2020 17:30,"Сайровая компания, ООО",495 7892940," antonzoo@mail.rusauracompany.fishery.ru",
7,18.12.2020 17:25,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru",
6,18.12.2020 17:12,"Дальневосточный Континент, ООО","423 2614849
 2614850"," info@continentdv.ruvladnerest.fishery.ru","Горбуша в томатном соусе, 230 гр., ГОСТ 16978-99, ООО , ж/б, № 5, 1/24, КЛЮЧ, САХАЛИН
Горбуша в томатном соусе, 245 гр., ГОСТ 16978-99, ООО , ж/б № 6, 1/48 (СРОК ГОДНОСТИ ОКТЯБРЬ 2021 ГОДА)
Горбуша натуральная ТМ &#34;РЫБЛЕВКА&#34;, 220 гр., ГОСТ 32156-2013, ООО &#34;Норд Фиш&#34;, ж/б №5, 1/48, КЛЮЧ, КАМЧАТКА
Горбуша натуральная, 200гр., ГОСТ 32156-2013, РК им.Ленина, ж/б №5, 1/48, ЛИТОГРАФИЯ, КЛЮЧ, КАМЧАТКА, ПУТИНА 2020 года !!!"
8,18.12.2020 17:23,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru",- Горбуша ПСГ
7,18.12.2020 17:07,"Сибмир Групп, ООО","8-904-629-8026
 2998026 Марина
 8-905-924-7000"," m_truxina@list.rusibmir2005.fishery.ru",
9,18.12.2020 17:17,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
8,18.12.2020 16:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
9,18.12.2020 16:49,"Западное-М, ООО",89146897496," west-m25@mail.ruterteyflot.fishery.ru",
0,18.12.2020 13:15,"ТОРГОВЫЙ ДОМ КАМЧАТСКИЙ МЕРИДИАН, ООО","89149768481
 423 2499450
 2281042
 2286980"," km.fish@mail.rukmeridianvl.fishery.ru",
1,18.12.2020 13:08,"Сектор-ДВ, ООО",89502960456," sektordv1@mail.rusektordv.fishery.ru",
2,18.12.2020 13:03,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru",
0,18.12.2020 16:47,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru",
1,18.12.2020 16:45,"Корякморепродукт, ООО",423 2221465," kmpvl@mail.ruhailulya.fishery.ru",
3,18.12.2020 12:58,"КИТ, ООО, Владивосток","423 2410267
 89996142249
 89996158021"," info@kit-tk.comkitvl.fishery.ru",
2,18.12.2020 16:05,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru",
4,18.12.2020 12:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
5,18.12.2020 12:56,"Авангард групп, ООО","89677189773
 495 6405182
 89119268190
 89262330829
 89166883188
 89101286776"," ispalatov@avngr.ruavangardgroup.fishery.ru","- Горбуша пбг 1с, 1/22, мешок"
3,18.12.2020 15:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
6,18.12.2020 12:51,"Ирна, ТПК, ООО",89146505363," irna-nakhodka@rambler.ruirna.fishery.ru",
4,18.12.2020 15:49,"ВЛ-Продукт, ООО","89149680683
 89147046360"," 746360@mail.ruvl-product.fishery.ru","-Горбуша ПБГ, мешок, 1/17 Б/НДС;"
7,18.12.2020 12:49,"КамТорг, ООО",423 2618382," vldo2009@mail.rudalos.fishery.ru",
8,18.12.2020 12:48,"МБ, ООО","8-904-628-23-31(Дмитрий)
8-913-582-17-53"," mbfish@yandex.rumbfish.fishery.ru",
5,18.12.2020 15:48,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
9,18.12.2020 12:46,"КОСМАС, ООО",+7 908 442 3219; +7 908 448 9578," fish_trade@mail.ruKostina.fishery.ru",
6,18.12.2020 15:45,"Наджафалиев Н. Г., ИП","89146749462
 89841401992"," 11228877b@gmail.comnatig.fishery.ru","- Головы д/в лососевых горбуша 1/22 кг
- Головы д/в лососевых горбуша 1/20 кг
- Горбуша н/р 1с с/м 1/18 кг
- Горбуша н/р 1с с/м 1/22 кг
- Горбуша псг 1с с/м 1/20 кг
- Горбуша псг 1с с/м 1/22 кг
- Горбуша псг 1с с/м 1/22 кг"
7,18.12.2020 15:40,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
8,18.12.2020 15:39,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru",
9,18.12.2020 15:38,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru","ГОРБУША ПСГ, НР 1 сорт."
